"subject_ID","correct","phase","time_ellapsed_mins","childcare","caregiver","age","gender","gender_text","country","country_text","hearing","eng_first","know_corp_lang","monolingual","stim_ageGroup","button_pressed","stim_gender","stim_language","stim_ID","clipID"
"4prcwv2gjt1s96f",0,"Language",6.46993333333333,12,0,18,"Female","","Canada","","Yes","Yes","Spanish","No","0-7","0","F","Non-English","36Tsimane","0683718388.wav"
"4prcwv2gjt1s96f",0,"Language",6.59531666666667,12,0,18,"Female","","Canada","","Yes","Yes","Spanish","No","19-36","0","F","Non-English","39Tsimane","0259986922.wav"
"4prcwv2gjt1s96f",1,"Language",6.73961666666667,12,0,18,"Female","","Canada","","Yes","Yes","Spanish","No","19-36","1","F","Non-English","F31CasillasYeli","0471452186.wav"
"4prcwv2gjt1s96f",0,"Language",6.89006666666667,12,0,18,"Female","","Canada","","Yes","Yes","Spanish","No","0-7","0","F","Non-English","8179Tseltal","0972726511.wav"
"4prcwv2gjt1s96f",0,"Language",7.04338333333333,12,0,18,"Female","","Canada","","Yes","Yes","Spanish","No","8-18","1","NA","English","4Seedlings","0657024141.wav"
"4prcwv2gjt1s96f",1,"Language",7.20643333333333,12,0,18,"Female","","Canada","","Yes","Yes","Spanish","No","19-36","0","M","English","9Seedlings","0180969042.wav"
"4prcwv2gjt1s96f",1,"Language",7.37016666666667,12,0,18,"Female","","Canada","","Yes","Yes","Spanish","No","8-18","1","M","Non-English","8787Tseltal","0225709263.wav"
"4rl6l29obr4e3x7",0,"Language",420.23015,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","0","M","Non-English","41Tsimane","0353396850.wav"
"4rl6l29obr4e3x7",1,"Language",420.543833333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","0-7","0","F","English","36Seedlings","0670664846.wav"
"4rl6l29obr4e3x7",0,"Language",420.773266666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","0-7","1","M","English","26Seedlings","0589760242.wav"
"4rl6l29obr4e3x7",0,"Language",421.075716666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","NA","English","4Seedlings","0657024141.wav"
"4rl6l29obr4e3x7",1,"Language",421.376933333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","0","NA","English","8Seedlings","0428418129.wav"
"4rl6l29obr4e3x7",1,"Language",421.663333333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","19-36","0","M","English","9Seedlings","0180969042.wav"
"4rl6l29obr4e3x7",0,"Language",421.956183333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","19-36","0","F","Non-English","39Tsimane","0259986922.wav"
"4rl6l29obr4e3x7",0,"Language",422.168816666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","19-36","0","F","Non-English","F31CasillasYeli","0471452186.wav"
"4rl6l29obr4e3x7",1,"Language",422.38425,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","0-7","1","F","Non-English","8179Tseltal","0972726511.wav"
"4rl6l29obr4e3x7",1,"Language",422.622916666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","19-36","0","M","English","11Seedlings","0397365922.wav"
"4rl6l29obr4e3x7",0,"Language",422.801816666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","0-7","0","F","Non-English","36Tsimane","0683718388.wav"
"4rl6l29obr4e3x7",1,"Language",422.977866666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","M","Non-English","8787Tseltal","0225709263.wav"
"4rl6l29obr4e3x7",0,"Age",423.25055,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","19-36","1","M","English","11Seedlings","0397365922.wav"
"4rl6l29obr4e3x7",0,"Age",423.46575,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","0","M","Non-English","41Tsimane","0353396850.wav"
"4rl6l29obr4e3x7",1,"Age",423.681083333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","M","Non-English","8787Tseltal","0225709263.wav"
"4rl6l29obr4e3x7",1,"Age",423.942466666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","NA","English","4Seedlings","0657024141.wav"
"4rl6l29obr4e3x7",0,"Age",424.1197,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","0-7","2","F","Non-English","36Tsimane","0683718388.wav"
"4rl6l29obr4e3x7",1,"Age",424.350566666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","19-36","2","F","Non-English","F31CasillasYeli","0471452186.wav"
"4rl6l29obr4e3x7",0,"Age",424.591816666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","0-7","1","F","Non-English","8179Tseltal","0972726511.wav"
"4rl6l29obr4e3x7",1,"Age",424.835366666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","NA","English","8Seedlings","0428418129.wav"
"4rl6l29obr4e3x7",0,"Age",425.025583333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","19-36","1","M","English","9Seedlings","0180969042.wav"
"4rl6l29obr4e3x7",1,"Age",425.200083333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","0-7","0","M","English","26Seedlings","0589760242.wav"
"4rl6l29obr4e3x7",0,"Age",425.3783,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","19-36","1","F","Non-English","39Tsimane","0259986922.wav"
"4rl6l29obr4e3x7",1,"Age",425.544016666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","0-7","0","F","English","36Seedlings","0670664846.wav"
"4rl6l29obr4e3x7",1,"Sex",425.777233333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","F","Non-English","34Tsimane","0458074309.wav"
"4rl6l29obr4e3x7",0,"Sex",425.953183333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","0","F","Non-English","14Tsimane","0804078336.wav"
"4rl6l29obr4e3x7",0,"Sex",426.147516666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","M","Non-English","41Tsimane","0351119080.wav"
"4rl6l29obr4e3x7",1,"Sex",426.333066666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","F","Non-English","33Tsimane","0342400096.wav"
"4rl6l29obr4e3x7",1,"Sex",426.55655,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","0","M","Non-English","F10CasillasYeli","0677150866.wav"
"4rl6l29obr4e3x7",0,"Sex",426.77025,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","M","Non-English","7326Tseltal","0858718183.wav"
"4rl6l29obr4e3x7",1,"Sex",426.994316666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","0","M","Non-English","8787Tseltal","0675181716.wav"
"4rl6l29obr4e3x7",1,"Sex",427.170083333333,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","1","F","Non-English","F23CasillasYeli","0740408284.wav"
"4rl6l29obr4e3x7",1,"Sex",427.375916666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","0","M","Non-English","F42CasillasYeli","0741084798.wav"
"4rl6l29obr4e3x7",0,"Sex",427.576416666667,0,1,19,"Female","","Canada","","Yes","Yes","list()","No","8-18","0","F","Non-English","11bTsimane","0344255482.wav"
"4rs8bxh41n4qwlk",1,"Language",2.5094,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","41Tsimane","0353396850.wav"
"4rs8bxh41n4qwlk",1,"Language",2.81245,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","0-7","0","M","English","26Seedlings","0589760242.wav"
"4rs8bxh41n4qwlk",1,"Language",3.11223333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","0","NA","English","4Seedlings","0657024141.wav"
"4rs8bxh41n4qwlk",1,"Language",3.37103333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","0","NA","English","8Seedlings","0428418129.wav"
"4rs8bxh41n4qwlk",0,"Language",3.58295,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","19-36","1","M","English","11Seedlings","0397365922.wav"
"4rs8bxh41n4qwlk",1,"Language",3.81506666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","19-36","0","M","English","9Seedlings","0180969042.wav"
"4rs8bxh41n4qwlk",1,"Language",4.01458333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","0-7","1","F","Non-English","36Tsimane","0683718388.wav"
"4rs8bxh41n4qwlk",0,"Language",4.26061666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","19-36","0","F","Non-English","F31CasillasYeli","0471452186.wav"
"4rs8bxh41n4qwlk",1,"Language",4.57271666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","0-7","1","F","Non-English","8179Tseltal","0972726511.wav"
"4rs8bxh41n4qwlk",0,"Language",4.78138333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","0-7","1","F","English","36Seedlings","0670664846.wav"
"4rs8bxh41n4qwlk",1,"Language",4.98378333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","8787Tseltal","0225709263.wav"
"4rs8bxh41n4qwlk",0,"Language",5.18798333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","19-36","0","F","Non-English","39Tsimane","0259986922.wav"
"4rs8bxh41n4qwlk",1,"Age",5.51563333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","19-36","2","F","Non-English","F31CasillasYeli","0471452186.wav"
"4rs8bxh41n4qwlk",1,"Age",5.69598333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","41Tsimane","0353396850.wav"
"4rs8bxh41n4qwlk",0,"Age",5.86921666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","19-36","1","F","Non-English","39Tsimane","0259986922.wav"
"4rs8bxh41n4qwlk",1,"Age",6.03593333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","0-7","0","M","English","26Seedlings","0589760242.wav"
"4rs8bxh41n4qwlk",0,"Age",6.19693333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","19-36","0","M","English","9Seedlings","0180969042.wav"
"4rs8bxh41n4qwlk",0,"Age",6.36833333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","8787Tseltal","0225709263.wav"
"4rs8bxh41n4qwlk",0,"Age",6.53973333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","0-7","1","F","Non-English","8179Tseltal","0972726511.wav"
"4rs8bxh41n4qwlk",1,"Age",6.72565,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","1","NA","English","4Seedlings","0657024141.wav"
"4rs8bxh41n4qwlk",1,"Age",6.89073333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","0-7","0","F","English","36Seedlings","0670664846.wav"
"4rs8bxh41n4qwlk",0,"Age",7.044,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","2","NA","English","8Seedlings","0428418129.wav"
"4rs8bxh41n4qwlk",0,"Age",7.24728333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","0-7","1","F","Non-English","36Tsimane","0683718388.wav"
"4rs8bxh41n4qwlk",0,"Age",7.40973333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","19-36","1","M","English","11Seedlings","0397365922.wav"
"4rs8bxh41n4qwlk",1,"Sex",7.57976666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","8787Tseltal","0675181716.wav"
"4rs8bxh41n4qwlk",1,"Sex",7.74306666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","1","F","Non-English","34Tsimane","0458074309.wav"
"4rs8bxh41n4qwlk",1,"Sex",7.89963333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","F42CasillasYeli","0741084798.wav"
"4rs8bxh41n4qwlk",1,"Sex",8.05276666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","1","F","Non-English","33Tsimane","0342400096.wav"
"4rs8bxh41n4qwlk",0,"Sex",8.20991666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","F10CasillasYeli","0677150866.wav"
"4rs8bxh41n4qwlk",1,"Sex",8.40281666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","1","F","Non-English","F23CasillasYeli","0740408284.wav"
"4rs8bxh41n4qwlk",0,"Sex",8.55486666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","0","F","Non-English","11bTsimane","0344255482.wav"
"4rs8bxh41n4qwlk",0,"Sex",8.70145,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","0","F","Non-English","14Tsimane","0804078336.wav"
"4rs8bxh41n4qwlk",1,"Sex",8.86126666666667,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","7326Tseltal","0858718183.wav"
"4rs8bxh41n4qwlk",0,"Sex",9.04113333333333,0,0,21,"Male","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","41Tsimane","0351119080.wav"
"4t8cgcx2vuyvzeg",0,"Language",6.77113333333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","0","F","Non-English","8179Tseltal","0972726511.wav"
"4t8cgcx2vuyvzeg",0,"Language",7.04795,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","NA","English","8Seedlings","0428418129.wav"
"4t8cgcx2vuyvzeg",1,"Language",7.269,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","8787Tseltal","0225709263.wav"
"4t8cgcx2vuyvzeg",0,"Language",8.41778333333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","NA","English","4Seedlings","0657024141.wav"
"4t8cgcx2vuyvzeg",1,"Language",9.11103333333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","0","F","English","36Seedlings","0670664846.wav"
"4t8cgcx2vuyvzeg",1,"Language",9.60368333333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","0","M","English","9Seedlings","0180969042.wav"
"4t8cgcx2vuyvzeg",1,"Language",9.81868333333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","1","F","Non-English","F31CasillasYeli","0471452186.wav"
"4t8cgcx2vuyvzeg",0,"Language",10.3148833333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","1","M","English","26Seedlings","0589760242.wav"
"4t8cgcx2vuyvzeg",0,"Language",10.5280833333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","0","F","Non-English","36Tsimane","0683718388.wav"
"4t8cgcx2vuyvzeg",0,"Language",10.7654,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","0","F","Non-English","39Tsimane","0259986922.wav"
"4t8cgcx2vuyvzeg",0,"Language",10.9857666666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","41Tsimane","0353396850.wav"
"4t8cgcx2vuyvzeg",0,"Language",11.1888833333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","1","M","English","11Seedlings","0397365922.wav"
"4t8cgcx2vuyvzeg",0,"Sex",11.7089166666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","F","Non-English","F23CasillasYeli","0740408284.wav"
"4t8cgcx2vuyvzeg",0,"Sex",11.9291166666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","F10CasillasYeli","0677150866.wav"
"4t8cgcx2vuyvzeg",1,"Sex",12.2897666666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","8787Tseltal","0675181716.wav"
"4t8cgcx2vuyvzeg",1,"Sex",12.4911166666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","41Tsimane","0351119080.wav"
"4t8cgcx2vuyvzeg",0,"Sex",12.6865166666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","F","Non-English","33Tsimane","0342400096.wav"
"4t8cgcx2vuyvzeg",1,"Sex",12.8796166666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","F","Non-English","34Tsimane","0458074309.wav"
"4t8cgcx2vuyvzeg",0,"Sex",13.91345,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","F42CasillasYeli","0741084798.wav"
"4t8cgcx2vuyvzeg",1,"Sex",14.2622333333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","F","Non-English","11bTsimane","0344255482.wav"
"4t8cgcx2vuyvzeg",0,"Sex",14.76575,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","F","Non-English","14Tsimane","0804078336.wav"
"4t8cgcx2vuyvzeg",1,"Sex",15.1085,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","7326Tseltal","0858718183.wav"
"4t8cgcx2vuyvzeg",0,"Age",15.32115,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","1","M","English","11Seedlings","0397365922.wav"
"4t8cgcx2vuyvzeg",0,"Age",15.5188833333333,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","41Tsimane","0353396850.wav"
"4t8cgcx2vuyvzeg",1,"Age",16.3402,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","2","F","Non-English","F31CasillasYeli","0471452186.wav"
"4t8cgcx2vuyvzeg",1,"Age",16.5541,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","8787Tseltal","0225709263.wav"
"4t8cgcx2vuyvzeg",1,"Age",16.7450166666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","0","F","Non-English","8179Tseltal","0972726511.wav"
"4t8cgcx2vuyvzeg",0,"Age",16.9326,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","1","F","Non-English","36Tsimane","0683718388.wav"
"4t8cgcx2vuyvzeg",1,"Age",17.1134166666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","NA","English","8Seedlings","0428418129.wav"
"4t8cgcx2vuyvzeg",0,"Age",17.2919,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","2","M","English","26Seedlings","0589760242.wav"
"4t8cgcx2vuyvzeg",0,"Age",17.4982,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","0","F","Non-English","39Tsimane","0259986922.wav"
"4t8cgcx2vuyvzeg",0,"Age",17.7085666666667,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","1","M","English","9Seedlings","0180969042.wav"
"4t8cgcx2vuyvzeg",1,"Age",17.9516,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","NA","English","4Seedlings","0657024141.wav"
"4t8cgcx2vuyvzeg",1,"Age",18.4325,0,0,20,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","0","F","English","36Seedlings","0670664846.wav"
"4wpvnqbqr30fz2r",0,"Sex",6.26033333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","M","Non-English","F10CasillasYeli","0677150866.wav"
"4wpvnqbqr30fz2r",1,"Sex",6.75488333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","0","M","Non-English","7326Tseltal","0858718183.wav"
"4wpvnqbqr30fz2r",1,"Sex",6.98035,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","0","M","Non-English","F42CasillasYeli","0741084798.wav"
"4wpvnqbqr30fz2r",1,"Sex",7.16508333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","F","Non-English","F23CasillasYeli","0740408284.wav"
"4wpvnqbqr30fz2r",1,"Sex",7.37488333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","F","Non-English","34Tsimane","0458074309.wav"
"4wpvnqbqr30fz2r",1,"Sex",7.66995,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","0","M","Non-English","41Tsimane","0351119080.wav"
"4wpvnqbqr30fz2r",0,"Sex",7.9328,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","M","Non-English","8787Tseltal","0675181716.wav"
"4wpvnqbqr30fz2r",0,"Sex",8.09671666666667,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","0","F","Non-English","11bTsimane","0344255482.wav"
"4wpvnqbqr30fz2r",0,"Sex",8.45318333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","0","F","Non-English","14Tsimane","0804078336.wav"
"4wpvnqbqr30fz2r",1,"Sex",8.62853333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","F","Non-English","33Tsimane","0342400096.wav"
"4wpvnqbqr30fz2r",1,"Age",8.91988333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","NA","English","4Seedlings","0657024141.wav"
"4wpvnqbqr30fz2r",0,"Age",9.40225,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","0","M","Non-English","8787Tseltal","0225709263.wav"
"4wpvnqbqr30fz2r",0,"Age",9.71636666666667,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","0","NA","English","8Seedlings","0428418129.wav"
"4wpvnqbqr30fz2r",1,"Age",10.0629833333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","19-36","2","F","Non-English","F31CasillasYeli","0471452186.wav"
"4wpvnqbqr30fz2r",0,"Age",10.3476833333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","19-36","1","M","English","11Seedlings","0397365922.wav"
"4wpvnqbqr30fz2r",1,"Age",10.9094333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","0-7","0","F","Non-English","8179Tseltal","0972726511.wav"
"4wpvnqbqr30fz2r",1,"Age",11.2388666666667,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","0-7","0","F","Non-English","36Tsimane","0683718388.wav"
"4wpvnqbqr30fz2r",1,"Age",11.6513166666667,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","0-7","0","M","English","26Seedlings","0589760242.wav"
"4wpvnqbqr30fz2r",1,"Age",12.1619666666667,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","0-7","0","F","English","36Seedlings","0670664846.wav"
"4wpvnqbqr30fz2r",1,"Age",12.6061,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","19-36","2","F","Non-English","39Tsimane","0259986922.wav"
"4wpvnqbqr30fz2r",1,"Age",12.8552333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","19-36","2","M","English","9Seedlings","0180969042.wav"
"4wpvnqbqr30fz2r",1,"Age",13.2831833333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","M","Non-English","41Tsimane","0353396850.wav"
"4wpvnqbqr30fz2r",1,"Language",13.75545,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","0-7","1","F","Non-English","36Tsimane","0683718388.wav"
"4wpvnqbqr30fz2r",1,"Language",14.01105,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","0-7","0","F","English","36Seedlings","0670664846.wav"
"4wpvnqbqr30fz2r",1,"Language",14.35415,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","M","Non-English","8787Tseltal","0225709263.wav"
"4wpvnqbqr30fz2r",0,"Language",14.9149333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","19-36","0","F","Non-English","39Tsimane","0259986922.wav"
"4wpvnqbqr30fz2r",1,"Language",15.19635,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","0-7","1","F","Non-English","8179Tseltal","0972726511.wav"
"4wpvnqbqr30fz2r",0,"Language",15.75535,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","19-36","0","F","Non-English","F31CasillasYeli","0471452186.wav"
"4wpvnqbqr30fz2r",0,"Language",16.1265833333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","19-36","1","M","English","11Seedlings","0397365922.wav"
"4wpvnqbqr30fz2r",0,"Language",16.4430666666667,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","NA","English","4Seedlings","0657024141.wav"
"4wpvnqbqr30fz2r",1,"Language",16.7826333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","19-36","0","M","English","9Seedlings","0180969042.wav"
"4wpvnqbqr30fz2r",0,"Language",17.0607333333333,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","0-7","1","M","English","26Seedlings","0589760242.wav"
"4wpvnqbqr30fz2r",0,"Language",17.40845,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","NA","English","8Seedlings","0428418129.wav"
"4wpvnqbqr30fz2r",1,"Language",17.6886666666667,0,0,18,"Male","","Canada","","Yes","Yes","list()","No","8-18","1","M","Non-English","41Tsimane","0353396850.wav"
"4wql5cht25a3g80",1,"Sex",3.6228,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","F42CasillasYeli","0741084798.wav"
"4wql5cht25a3g80",0,"Sex",3.92068333333333,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","F","Non-English","11bTsimane","0344255482.wav"
"4wql5cht25a3g80",1,"Sex",4.14576666666667,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","F","Non-English","F23CasillasYeli","0740408284.wav"
"4wql5cht25a3g80",1,"Sex",4.45098333333333,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","41Tsimane","0351119080.wav"
"4wql5cht25a3g80",0,"Sex",4.64348333333333,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","M","Non-English","7326Tseltal","0858718183.wav"
"4wql5cht25a3g80",1,"Sex",4.85635,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","F10CasillasYeli","0677150866.wav"
"4wql5cht25a3g80",1,"Sex",5.0765,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","M","Non-English","8787Tseltal","0675181716.wav"
"4wql5cht25a3g80",1,"Sex",5.26901666666667,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","F","Non-English","34Tsimane","0458074309.wav"
"4wql5cht25a3g80",0,"Sex",5.49228333333333,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","0","F","Non-English","14Tsimane","0804078336.wav"
"4wql5cht25a3g80",1,"Sex",5.65326666666667,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","F","Non-English","33Tsimane","0342400096.wav"
"4wql5cht25a3g80",1,"Age",5.91713333333333,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","8-18","1","NA","English","4Seedlings","0657024141.wav"
"4wql5cht25a3g80",0,"Age",6.17963333333333,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","1","F","Non-English","F31CasillasYeli","0471452186.wav"
"4wql5cht25a3g80",1,"Age",6.35861666666667,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","0","M","English","26Seedlings","0589760242.wav"
"4wql5cht25a3g80",1,"Age",6.56346666666667,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","0-7","0","F","Non-English","8179Tseltal","0972726511.wav"
"4wql5cht25a3g80",0,"Age",6.78775,0,0,25,"Female","","Canada","","Yes","Yes","list()","Yes","19-36","1","F","Non-English","39Tsimane","0259986922.wav"
